repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8826923076923077,0.7269384385092605,0.7366027669264096,0.7175954044339242,0.9015386571571403,"[0.9159335288367547, 0.881720430107527, 0.937447168216399, 0.8861702127659574, 0.8786231884057971, 0.8904255319148936, 0.9412698412698413, 0.885883347421809, 0.8883895131086141, 0.9095238095238096]"
