repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.85,0.6654189289057466,0.6871943444044284,0.6459311411301039,0.8729436218932017,"[0.876750700280112, 0.8403361344537815, 0.875, 0.9297052154195011, 0.8515406162464986, 0.9305555555555556, 0.9070294784580499, 0.8333333333333333, 0.8287037037037037, 0.8564814814814815]"
