repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8529850746268656,0.7750301358473595,0.7887411843955412,0.7791046635620134,0.9102865721160012,"[0.935960591133005, 0.9205254515599344, 0.9205254515599344, 0.8560897435897435, 0.9247706422018349, 0.9116725421073247, 0.9255390835579514, 0.9044746103569633, 0.8996794871794871, 0.9036281179138322]"
