repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8694630872483222,0.789332835651445,0.8228412050490952,0.8013585033723661,0.9225437794000524,"[0.9214894081677222, 0.9154368358913814, 0.9169740185230719, 0.8979041294874455, 0.9487445528117867, 0.9605645161290323, 0.8834474648958982, 0.9408552584923056, 0.927026452024679, 0.912995157577201]"
