repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8688741721854305,0.7376292748615182,0.7950314435406547,0.7489548628740902,0.9028526048532903,"[0.9566596194503172, 0.8881233595800525, 0.8763888888888889, 0.9293893129770993, 0.8951545530492899, 0.8757682177348551, 0.9486111111111111, 0.8806047966631908, 0.9125954198473283, 0.8652307692307692]"
