repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8463087248322146,0.882243576553701,0.5717703917155486,0.5814490784483092,0.8914417897543748,"[0.9046015712682379, 0.8692319368548878, 0.8926666666666667, 0.8815833333333334, 0.8702581369248036, 0.8804032258064516, 0.8968349358974359, 0.8906666666666666, 0.9117711290674819, 0.9164002950577822]"
