repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8951923076923076,0.7851450177047195,0.6786220521672116,0.7077506323333675,0.8915535820947339,"[0.8951817413355875, 0.7954545454545454, 0.9112426035502958, 0.8777777777777778, 0.9239130434782609, 0.8846441947565543, 0.9446808510638298, 0.9349206349206349, 0.8330965909090909, 0.9146238377007607]"
