repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8664179104477612,0.8040392382812968,0.7392895349771769,0.7586889804395303,0.8453294707925014,"[0.8103149878850813, 0.9306006493506493, 0.7631578947368421, 0.8429357798165137, 0.8150458715596329, 0.9016960886119764, 0.9172794117647058, 0.734975369458128, 0.8636363636363636, 0.8736522911051213]"
