repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.8965517241379312,0.6623030931560876,0.5698956366936389,0.5789688906429882,0.7180123044218495,"[0.8044871794871795, 0.7622641509433963, 0.8226415094339623, 0.43518518518518523, 0.803921568627451, 0.8108974358974359, 0.5750000000000001, 0.7169811320754718, 0.6442577030812325, 0.8044871794871795]"
